Rows,GMAT,GMATQA,GMATQB,GMATQC,GMATQD,GMATQE,GMATAs,GRE,GREQA,GREQB,GREQC,GREQD,GREQE,GREA,LSAT,LSATQA,LSATQB,LSATQC,LSATQD,LSATQE,LSATAs,AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,Questions5.thisRepN,Questions5.thisTrialN,Questions5.thisN,Questions5.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,enter.keys,enter.rt,enter.started,enter.stopped,TextQuestion.started,TextQuestion.stopped,letterKey.keys,letterKey.rt,letterKey.started,letterKey.stopped,enterKey.keys,enterKey.rt,enterKey.started,enterKey.stopped,choiceA.started,choiceA.stopped,choiceB.started,choiceB.stopped,choiceC.started,choiceC.stopped,choiceD.started,choiceD.stopped,choiceE.started,choiceE.stopped,conBlank.started,conBlank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4808692000224255,None,space,60.25613069999963,7.4808692000224255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
0010:0015,"1)During the last 50 years in England, the national football team has had at least 60℅ of its players born during the months January to March. Similarly, in Germany, at least 50℅ of the team has been born during the first three months of the year. In fact, this statistic holds true for most European countries. This shows that in most European countries, parents with kids born early in the year are more likely to encourage a football career.

Which of the following best explains why the conclusion need not be the best explanation for the statistic?","(A)Of the remaining members, 60℅ or more tend to be born between the months of April and June.",(B)Parents of kids born in the second half of the year have displayed a measurable intent to promote scholarly careers,"(C)The age cut-off for kids to try out for a team in most European countries is calculated as on December 31 of any year and older the kid during trials, greater the chances of getting the right opportunities.",(D)The school year usually begins in April in most European countries and many parents are known to encourage students to work on their academics and not sports during the school year.,"(E)During the last 50 years, on average 30℅ of the kids have been born during the first three months of the year.
",c,"1)As an experienced labor organizer and the former head of one of the nation’s most powerful labor unions, Grayson is an excellent choice to chair the new council on business-labor relations.

Which of the following, if true, would most strengthen the conclusion above?",(A) The new council must have the support of the nation's labor leaders if it is to succeed. ,"(B)During his years as a labor leader, Grayson established a record of good relations with business leaders. ",(C)The chair of the new council must be a person who can communicate directly with the leaders of the nation's largest labor unions. ,(D)Most of the other members of the new council will be representatives of business management interests.,(E) An understanding of the needs and problems of labor is the only quallification necessary for the job of chairing the new council. ,e,"1)Biologists attached a radio transmitter to one of a number of wolves that had been released earlier in the White River Wilderness Area as part of a relocation project. The biologists hoped to use this wolf to track the movements of the whole pack. Wolves usually range over a wide area in search of prey, and frequently follow the migrations of their prey animals. The biologists were surprised to find that this particular wolf never moved more than five miles away from the location in which it was first tagged.


Which one of the following, if true, would by itself most help to explain the behavior of the wolf tagged by the biologists?","(A)The area in which the wolves were released was rocky and mountainous, in contrast to the flat, heavily-wooded area from which they were taken. ","(B)The wolf had been tagged and released by the biologists only three miles away from a sheep ranch that provided a large, stable population of prey animals.","(C)The White River Wilderness Area had supported a population of wolves in past years, but they had been hunted to extinction.","(D) Although the wolves in the White River Wilderness Area were under government protection, their numbers had been sharply reduced, within a few years of their release, by illegal hunting.","(E)The wolf captured and tagged by the biologists had split off from the main pack whose movements the biologists had hoped to study, and its movements did not represent those of the main pack.",b,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,67.75564450002275,None,70.77493590000086,None,1,1.332843700016383,70.77493590000086,None,70.77493590000086,None,70.77493590000086,None,70.77493590000086,None,70.77493590000086,None,70.77493590000086,None,70.77493590000086,None,72.13703139999416,73.6520826999913,73.8178571999888,None,73.8178571999888,None,73.8178571999888,None,73.8178571999888,None,2,1.1745518999523483,73.8178571999888,None,75.6187489300326,None,return,1.7828592999721877,73.8178571999888,None,76.05058330000611,None,a,1.7996006999746896,76.05058330000611,78.501974600018,return,2.3935198999824934,76.05058330000611,78.501974600018,76.05058330000611,None,76.05058330000611,None,76.05058330000611,None,76.05058330000611,None,76.05058330000611,None,78.48184580000816,80.98429280001437,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
0010:0015,"2) Studies have established that children who watched 2 more hours of TV on an average daily basis during the first 15 years of their life were 50℅ more likely to be arrested for property crimes in the country. Researchers believe that these studies clearly establish that violence in movies and TV contribute to aggressive behavior in real life. On the other hand, there is no clear evidence that the programs that the kids watched on TV were violent in the first place. Even if we were to accept that TV watching contributed to the increased crime rate, it need not have been because of the nature of the programs. Perhaps, children who watched programs such as Adams and Samson, a funny sit-com about two blundering cops began perceiving all cops as incompetent.

What is the role of the underlined sentences?",(A)The first establishes a theory that the author later clearly refutes while the second presents the author's conclusion,(B)The first is an interpretation made by researchers that the author contends against and the second provides an alternative explanation for statistical data,(C)The first is an opinion expressed by someone other than the author and which the author is completely in disagreement with while the second provides the reason for the author's doubt,(D)The first is a fact supporting the researcher's conclusion while the second is the author's conclusion.,(E)The first is a clearly proven opinion even if the author disagrees with it while the second is an ambiguous opinion that has no supporting data,b,"2) Ronald: According to my analysis of the national economy, housing prices should not increase during the next six months unless interest rates drop significantly.

Mark: I disagree. One year ago, when interest rates last fell significantly, housing prices did not increase at all.

It can be inferred from the conversation above that Mark has interpreted Ronald's statement to mean that ",(A)Housing prices will rise only if interest rates fall.,"(B)If interest rates fall, housing prices must rise. ",(C)Interest rates and housing prices tend to rise and fall together.,(D) Interest rates are the only significant economic factor affecting housing prices. ,(E) Interest rates are likely to fall significantly in the next six months. ,b,"2)As any economist knows, healthy people pose less of an economic burden to society than unhealthy people. Not surprisingly, then, every dollar our state government spends on prenatal care for undocumented immigrants will save taxpayers of this state three dollars.


Which of the following, if true, would best explain why the statistics cited above are not surprising?",(A)The state’s taxpayers pay for prenatal care of all immigrants.,(B)Babies born in this state to undocumented immigrant parents are entitled to infant care benefits from the state.,(C)State benefits for prenatal care serve to promote undocumented immigration.,(D)Babies whose mothers did not receive prenatal care.are just as healthy as other babies.,(E)Pregnant women who do not receive prenatal care are more likely to experience health problems than other pregnant women.,e,0,0,0,0,0,0,0,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.58750550000696,81.29800170002272,b,0.6570443999953568,81.58750550000696,82.88386649999302,return,1.246297100035008,81.58750550000696,82.88386649999302,81.58750550000696,81.29800170002272,81.58750550000696,81.29800170002272,81.58750550000696,81.29800170002272,81.58750550000696,81.29800170002272,81.58750550000696,81.29800170002272,82.86512239999138,85.36884640000062,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
0010:0015,"3) During medieval times, the administrative system was organized such that jobs were traditionally held within the same family. The eldest son of the village's blacksmith will take up his father’s business and become the next blacksmith. The other sons would join the army or serve the king in some fashion while the daughters did what their mother did. Although the world has undergone innumerable changes, the dynastic system has not undergone any change whatsoever. Children who have fathers who played major league baseball are 800 times more likely than other kids to become major league players themselves.

Which of the following best refutes the author's reasoning?","(A)In countries with a royal family, the eldest son of the king is destined to be the next king.",(B)The blacksmith's eldest son in a mediaeval village could not choose any other profession even if he wanted to.,(C)A major baseball player will have better knowledge and skills and will be able to guide his son better.,(D)60℅ of the country's doctors have at least one parent who is a doctor.,(E)It is a proven fact that success in any career is determined more by skill and practice rather than by genetic makeup.,b,"3) It’s time we stopped searching for new statistics to suggest that we are not spending enough on education. In fact, education spending increased 30 percent overall during the last decade.

Which of the following, if true, would most weaken the argument above. ","(A) Despite increased spending on education, enrollment in our elementary and secondary schools declined about 4 percent during the last ten years. ",(B) Our spending on gasoline increased more than 100 percent during the last decade. ,"(C) When adjusted for inflation, our per-pupil expenditure on edcuation this year is less than it was ten years ago. ",(D) Eleven other economically developed nations spend more on education than we do.  ,"(E) The achievement levels of our students have been declining steadily since 1960, and the last decade produced no reversal in this trend. ",c,"3)Beautiful beaches attract people, no doubt about it. Just look at this city’s beautiful beaches, which are among the most overcrowded beaches in Florida.


Which of the following exhibits a pattern of reasoning most similar to the one exhibited in the argument above?","(A)Moose and bear usually appear at the same drinking hole at the same time of day. Therefore, moose and bear must grow thirsty at about the same time.",(B)Children who are scolded severely tend to misbehave.more often than other children. Hence if a child is not scolded severely that child is less likely to misbehave.,"(C)This software program helps increase the work efficiency of its users. As a result, these users have more free time for other activities.","(D)During warm weather, my dog suffers from fleas more so than during cooler weather. Therefore, fleas must thrive in a warm environment.","(E)Pesticides are known to cause anemia in some people. However, most anemic people live in regions where pesticides are not commonly used.",d,0,0,0,0,0,0,0,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.90540069999406,85.64545499999076,c,1.6024889999534935,85.90540069999406,87.96703459997661,return,2.015776000043843,85.90540069999406,87.96703459997661,85.90540069999406,85.64545499999076,85.90540069999406,85.64545499999076,85.90540069999406,85.64545499999076,85.90540069999406,85.64545499999076,85.90540069999406,85.64545499999076,87.94835560000502,90.4516443000175,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
0010:0015,"4) A survey conducted recently in the city indicated that most college welfare-aid applicants understate the number of luxury items - such as cars and TVs – that their family owned, in an effort to maximize the amount of aid they can claim from the city. Paradoxically, the same study also found that many applicants claimed that they had running water and a gas connection even when they did not.

Which of the following best explains the apparent paradox?",(A)The city does not pay welfare unless the applicants have at least some things working for them,(B)Claiming that they do not have a car or a TV ensures that the city looks at the applicant more favorably,"(C)While the applicants may be willing to accept that they don't have certain things, they felt embarrassed having to accept that they don't have most things.","(D)Historically, at least 30℅ of the claims have had people understating what they have while only 22℅ overstated what they had.",(E)The people who understated what they had were not the same people who overstated what they had,c,"4) The U.S. census is not perfect: thousands of Americans probably go uncounted. However, the basic statistical portrait of the nation painted by the census is accurate. Certainly some of the poor go uncounted, particularly the homeless; but some of the rich go uncounted as well, because they are often abroad or traveling between one residence and another.

Which of the following is an assumption on which the argument above depends?",(A) Both the rich and the poor have personal and economic reasons to avoid being counted by the census. ,(B)All Americans may reasonably be classified as either rich or poor. ,(C) The percentage of poor Americans uncounted by the census is close to the percentage of rich Americans uncounted. ,(D) The number of homeless Americans is approximately equal to the number of rich Americans. ,(E)The primary purpose of the census is to analyze the economic status of the American population. ,c,"4)Two things are true of all good deeds. First, they are accompanied by feelings of satisfaction. Second, if they are publicly known, they elicit general approval.

If all of the above statements are true, then which of the following cannot also be true?

",(A)Some publicly known deeds that elicit general approval are not accompanied by feelings of satisfaction.,"(B)Even if they frequently elicit general approval when known publicly, some deeds that are accompanied by feelings of satisfaction are not good deeds.",(C)Good deeds are good solely because they are accompanied by feelings of satisfaction.,(D)Every publicly known act that is accompanied by feelings of satisfaction is a good deed.,(E)Good deeds are good solely because they are accompanied by feelings of satisfaction.,a,0,0,0,0,0,0,0,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.85485350003,90.66174499999033,d,0.687445999996271,90.85485350003,92.05038819997571,return,1.141625499993097,90.85485350003,92.05038819997571,90.85485350003,90.66174499999033,90.85485350003,90.66174499999033,90.85485350003,90.66174499999033,90.85485350003,90.66174499999033,90.85485350003,90.66174499999033,92.03363299998455,94.53391190001275,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
0010:0015,"5) Terrorist attacks invariably lead to tremendous losses in life, property, and morale of a country. The effects of a terrorist attack are not just immediate and can have long-lasting, trickle-down effects as well. The fear, for example, takes a long time to die down. However, some of these repercussions can be beneficial to the country. Take for instance, the recent terrorist attack on our capital city. In the weeks following the attack, the crime rate in the city came down significantly from what it was just before the attack. This must primarily be due to the increased presence of police resources that were moved to the area and is thus an indirect effect of the attack.

Which of the following options gives one more option as to why the crime rate decreased because of the terrorist attacks?",(A)The capital city is under increased monitoring leading to quick detection of crimes - many times while the crime is still underway.,(B)A number of people are frightened because of the terrorist attacks and have fled the capital city.,(C)There was a recorded decrease in crime rate right after the terrorist attack in almost all cities of the country.,(D)Intel reports show that the terrorists who pulled off the attack had been committing various other smaller crimes regularly to distract law enforcement from their true purposes.,(E)The government had initiated schemes to decrease poverty and provide better livelihood for the people just before the terrorist attack.,d,"5) Some commentators complain that a “litigation explosion” in the past decade has led to unreasonably high costs for U.S. businesses by encouraging more product liability suits against manufacturers. However, these complaints are based mainly on myth. Statistics show that the number of successful product liability suits has remained almost the same, and the average sum awarded in damages has grown no faster than the inflation rate.

Which of the following, if true, would most weaken the argument above?","(A)The number of unsuccessful suits has skyrocketed, imposing huge new legal expenses on businesses. ",(B)Several of the largest awards ever made in product liability cases occurred within the last two years. ,(C)The rise of the consumer movement has encouraged citizens to seek legal redress for product flaws. ,"(D) Lawyers often undertake product liability cases on a contingency basis, so their payment is based on the size of the damages awarded.",(E)) Juries often award damages in product liability suits out of emotional sympathy for an injured consumer. ,a,"5)Many home renters buy their first homes believing that it is clearly more profitable to make mortgage payments than to pay rent. Other costs, such as maintenance, property taxes, and insurance must be factored in, however. All housing expenses together total at least 40% of most homeowners' income.  It is not financially reasonable to spend any more than 30% of income on housing expenses.",(A)A minority of homeowners have reasonable housing expenses,(B)A majority of renters pay an unreasonable amount for housing expenses,(C)A majority of homeowners have unreasonable housing expenses,(D)A minority of homeowners have unreasonable housing expenses,"(E)The combination of property taxes, insurance, and home maintenance costs is greater than mortgage payments for a minority of homeowners",d,0,0,0,0,0,0,0,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.94053159997566,94.74520609999308,a,0.8779857999761589,94.94053159997566,96.36694410000928,return,1.395595100009814,94.94053159997566,96.36694410000928,94.94053159997566,94.74520609999308,94.94053159997566,94.74520609999308,94.94053159997566,94.74520609999308,94.94053159997566,94.74520609999308,94.94053159997566,94.74520609999308,96.35056729998905,98.85377350001363,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
0010:0015,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
005:0010,"1) The National Farm Administration (NFA) has been concerned over the last decade with the struggles of barley growers.
Plan: In an effort to support these barley growers, two years ago, the NFA began a program of sending them, each autumn, a free special mix of fertilizer and enzymes designed to multiply barley yield, to be applied the following spring during first growth.  This mix had been stunningly successful in multiplying the yield of barley in laboratory conditions.
Results: Most barley growers reported little change in their economic status over this two year period.

Further information: All barley growers received the shipments, and all used them.  Weather conditions have been fair to optimal for barley growth over the past two years.

In light of the further information, which of the following, if true, does most to explain the result that followed the implementation of the plan?","(A) During these two years, most of the barley growers reported using no other fertilizer besides the special mix sent by the government",(B) The trucks that drove the special mix from the depot in Wisconsin to the individual farms sometime took as much as 4 or 5 days.,(C) Some of the enzymes in the special mix multiply the growth of a bacteria that feeds on the young barley plants.,(D) This program was implemented at a time when more than half of barley growers nationwide were reported barely breaking even in their yearly expenses.,"(E) This was the second such NFA program to aid barley growers; the first one, 14 years ago, was started with high hopes, but did little to change their situation.",c,"1) The Green Peas Grocery Store in the remote wealthy enclave of Luxville charges more than the Green Peas Grocery Store in Oak City charges for the same items. Clearly, on any given item, the Green Peas grocery franchise is taking advantage of its location in Luxville to reap higher profits on that item.

In evaluating the argument, it would be most useful to compare",(A) the selection of specialty items in the Oak City location with the selection of specialty items in the Luxville location.,(B)the cost of transporting merchandise to the Oak City location with the comparable cost to the Luxville location.,(C) the average cost of the same or comparable items at other grocery stores in Oak City with the average cost at other stores in Luxville.,(D)the percent of average household income spent on groceries in Oak City with the comparable percentage in Luxville.,(E) the cost of these items in Oak City and in Luxville with the cost at other Green Peas stores throughout the state.,b,"1)Several critics have claimed that any contemporary poet who writes formal poetry—poetry that is rhymed and metered—is performing a politically conservative act. This is plainly false. Consider Molly Peacock and Marilyn Hacker, two contemporary poets whose poetry is almost exclusively formal and yet who are themselves politically progressive feminists.

The conclusion drawn above follows logically if which one of the following is assumed?",(A) No one who is a feminist is also politically conservative.,(B)No poet who writes unrhymed or unmetered poetry is politically conservative.,(C)No one who is politically progressive is capable of performing a politically conservative act,(D)Anyone who sometimes writes poetry that is not politically conservative never writes poetry that is politically conservative.,"(E)The content of a poet’s work, not the work’s form, is the most decisive factor in determining what political consequences, if any, the work will have.",c,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.87933750002412,None,98.87933750002412,None,98.87933750002412,None,98.87933750002412,None,1,3.428658200020436,98.87933750002412,None,102.3200340999756,None,return,4.278135799977463,98.87933750002412,None,103.41739439999219,None,a,2.153759600012563,103.41739439999219,106.18343769997591,return,2.712936100026127,103.41739439999219,106.18343769997591,103.41739439999219,None,103.41739439999219,None,103.41739439999219,None,103.41739439999219,None,103.41739439999219,None,106.16468709998298,108.66901960002724,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
005:0010,"2) Linda: In the 1800s, it was found that one in every six women who gave birth in hospitals died of a fever they had contracted after delivering the child and that the mortality was not as high if they gave birth at home with the help of a mid wife. It was found that the doctors had a poorer sense of hygiene and that their dirty hands and instruments were leading to pathogens entering a woman's bloodstream. Thankfully, hygienic conditions today are much better and women are safer.

Fiona: But doctors today are so overworked that a number of doctors, while aware of the need for better hygiene, barely find the time to wash their hands. The likelihood of infections caused by doctors is probably not any better.

Which of the following can be used by Fiona to further establish that Linda need not be correct in her reasoning?","(A) A nationwide survey found that doctors, especially experienced ones, are more prone to the belief that they could not possibly be carrying pathogens.","(B) It is reported that around 50,000 people die every year in our country from hospital acquired infections.",(C ) Compulsory hand cleansing is strictly adhered to by all doctors and nurses before every major surgical procedure.,"(D) During a study, doctors handling newborn babies self reported a hand cleansing rate of 90℅.","(E ) Nurses are not any better than doctors in adhering to strict cleansing schedules, especially when busy.",a,"2) In the years since the city of London imposed strict air-pollution regulations on local industry, the number of bird species seen in and around London has increased dramatically. Similar air-pollution rules should be imposed in other major cities.

Each of the following is an assumption made in the argument above EXCEPT:","(A) In most major cities, air-pollution problems are caused almost entirely by local industry.",(B) Air-pollution regulations on industry have a significant impact on the quality of the air. ,(C)The air-pollution problems of other major cities are basically similar to those once suffered by London. ,(D)An increase in the number of bird species in and around a city is desirable.,(E)The increased sightings of bird species in and around London reflect an actual increase in the number of species in the area. ,a,"2) About two million years ago, lava dammed up a river in western Asia and caused a small lake to form. The lake existed for about half a million years. Bones of an early human ancestor were recently found in the ancient lake-bottom sediments that lie on top of the layer of lava. Therefore, ancestors of modern humans lived in western Asia between two million and one-and-a-half million years ago.

Which one of the following is an assumption required by the argument?",(A)There were no other lakes in the immediate area before the lava dammed up the river.,(B)The lake contained fish that the human ancestors could have used for food.,(C)The lava that lay under the lake-bottom sediments did not contain any human fossil remains.,(D)The lake was deep enough that a person could drown in it.,(E)The bones were already in the sediments by the time the lake dried up.,e,0,0,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.96901719999732,108.83138460002374,b,1.4279550000210293,108.96901719999732,111.0000339000253,return,1.9965710999676958,108.96901719999732,111.0000339000253,108.96901719999732,108.83138460002374,108.96901719999732,108.83138460002374,108.96901719999732,108.83138460002374,108.96901719999732,108.83138460002374,108.96901719999732,108.83138460002374,110.98378519999096,113.4845393000287,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
005:0010,"3) The Americans with disabilities act (ADA) was designed to ensure that there is no discrimination against and unfair termination of differently-abled workers in the workplace. However, after the act was introduced, there has been a marked increase in unemployment among the differently-abled.

Which of the following best explains this seeming discrepancy?",(A) A number of differently-abled people chose not to work,"(B)Not willing to deal with the issues of workplace discrimination of the differently-abled, several companies recruited fewer of them in the first place","(C)Knowing that the act was about to be enforced, companies terminated some of the differently-abled while they had a chance",(D)There was no act introduced that would guarantee a job for the differently-abled,(E)The unemployment among the able-bodied has remained consistently high,b,"3) The ancient city of Cephesa was not buried by an eruption of Mt. Amnos is A.D. 310, as some believe. The eruption in the year 310 damaged the city, but it did not destroy it. Cephesa survived for another century before it finally met its destruction in another eruption around A.D. 415. 

Which of the following, if true, would most strengthen the author’s claim that the city of Cephesa was not buried by the eruption of Mt. Amnos in A.D. 310?",(A)The city of Cephesa is mentioned in a historical work known to have been written in A.D. 400.,"(B)Coins bearing the image of an emperor who lived around A.D. 410 have been discovered in the ruins of Cephesa, which were preserved by the cinders and ashes that buried the city. ",(C)Geological evidence shows the erruption of Mt. Amnos in A.D. 415 deposited a 10-foot layer of lava on the city of Cephesa  ,(D) Artworks from the city of Cephesa have been found in the ruins of another city known to have been desrtoyed in A.D. 420. ,(E)A hostorical work written in A.D. 430 refers to the eruption of Mt. Amnos in A.D. 415,b,"3)In jurisdictions where use of headlights is optional when visibility is good, drivers who use headlights at all times are less likely to be involved in a collision than are drivers who use headlights only when visibility is poor. Yet Highway Safety Department records show that making use of headlights mandatory at all times does nothing to reduce the overall number of collisions.

Which one of the following, if true, most helps to resolve the apparent discrepancy in the information above?","(A)In jurisdictions where use of headlights is optional when visibility is good, one driver in four uses headlights for daytime driving in good weather.",(B)A law making use of headlights mandatory at all times is not especially difficult to enforce.,(C)Only very careful drivers use headlights when their use is not legally required.,(D)There are some jurisdictions in which it is illegal to use headlights when visibility is good.,(E)The jurisdictions where use of headlights is mandatory at all times are those where daytime visibility is frequently poor.,c,0,0,0,0,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9170644999831,113.70919139997568,a,2.289664200041443,113.9170644999831,116.86647320003249,return,2.9081822000443935,113.9170644999831,116.86647320003249,113.9170644999831,113.70919139997568,113.9170644999831,113.70919139997568,113.9170644999831,113.70919139997568,113.9170644999831,113.70919139997568,113.9170644999831,113.70919139997568,116.85033719998319,119.34981729998253,,001,2019_Oct_31_1551,AcademicSR,3.2.0,59.7892310127435,
